1	ray0 health	ray0 type	ray0 r	ray0 diffang	ray+1 health	ray-1 health	ray+1 type	ray-1 type	ray+1r - ray-1r	ray+1diffang + ray-1diffang	Health
-0.0471637	0.0215223	0.188852	0.0144689	0.0584266	-0.108828	-0.129663	-0.147459	0.00929141	-0.053896	-0.0039396	0.00708928
-0.0610971	0.0388123	0.0202044	-0.0398769	0.0947683	-0.0150774	-0.00260717	0.0180571	-0.041132	0.00307597	-0.0830069	0.0317446
-0.094847	-0.0409194	0.0115245	-0.0477128	-0.0785791	-0.030854	0.0242739	-0.0444228	0.0478827	-0.0747776	0.0595147	-0.0228576
0.110969	-0.0934825	0.0968168	-0.0158013	0.0153134	0.0980852	0.0136838	0.159344	-0.20504	0.104003	0.154962	-0.0607194
0.254288	0.108221	0.0387634	0.038917	0.153199	-0.11018	-0.165219	-0.00653459	0.0505835	-0.0912241	0.0643703	-0.0169568
0.041524	0.00384748	0.0649894	0.079744	-0.0547051	-0.0384026	0.0827105	0.174758	-0.0751608	0.15434	0.0634884	0.0566761
0.0491054	-0.100669	0.00771556	0.29651	-0.0451241	0.0520608	-0.3073	0.138714	-0.0117327	0.091119	0.190855	0.0596715

-0.0434043	0.028464	0.0574704
0.0972834	-0.142505	0.0841817
-0.0774172	-0.0863292	0.0323445
-0.118295	-0.0923879	-0.0507522
0.11602	-0.0660417	-0.152157
0.216012	0.0999228	1.46321e-040
-0.0877472	-0.0707525	0

Ln(time)	record age	population
9.28887	1.9634	41
10.2025	3.5326	42
11.0435	3.6552	43
11.7739	6.1118	48
12.1891	6.8552	52
12.622	7.6608	53
13.1872	10.028	71
13.4667	10.3164	70
13.6278	12.8014	60
13.7611	20.8836	77
