1	ray0 health	ray0 type	ray0 r	ray0 diffang	ray+1 health	ray-1 health	ray+1 type	ray-1 type	ray+1r - ray-1r	ray+1diffang + ray-1diffang	Health
-0.000567317	-0.0617252	-0.110573	-0.0682606	0.154514	-0.0235021	0.0458122	0.189836	-0.0841075
0.0209219	0.0649576	0.0472001	0.106264	-0.00859663	-0.127327	-0.00743383	0.191571	-0.0510563
-0.0238089	0.0705976	-0.0285273	-0.185169	0.0692388	0.0680893	-0.0540823	-0.0632535	-0.0882117
0.0717347	0.168446	-0.0083535	0.0673389	-0.0789869	-0.0710435	0.10715	0.150173	0.00707616
-0.1102	0.131449	-0.027421	-0.10336	0.181316	0.0407796	-0.186907	0.0251989	-0.00284613
0.0218537	-0.00402684	-0.156718	0.125095	-0.0457099	0.118771	0.0189786	0.0448848	0.0731457

0.099106	-0.145448	0.00954946
-0.160499	-0.176891	0.0543921
0.0835338	-0.168359	0.0609138
0.224226	0.0827873	-0.0291336
-0.0950926	-0.0449416	-0.167204
0.000155566	0.00351538	1.00564e-040

Ln(time)	record age	population
8.34948	0.447	40
9.31118	1.3532	41
10.2344	1.6324	40
11.0213	2.8972	40
12.0681	5.206	43
12.7489	6.8392	45
12.8096	9.2084	51
12.8862	10.1368	48
12.9294	11.4106	46
13.2804	14.353	48
